Location ID,Practice Name,extracted_postcode,display_address,lat,lon,geocode_precision,admin_district,City / Town,Region,ASM Name,Area,Nation
,DARGAVEL DENTAL CARE,PA7 5LN,"7 DALGETY DRIVE, BISHOPTON, PA7 5LN",55.900389,-4.501246,exact,Renfrewshire,,,,,Scotland
,THE AUCHINAIRN DENTAL PRACTICE,G64 1NE,"2 BEECH ROAD, AUCHINAIRN, BISHOPBRIGGS, GLASGOW, G64 1NE",55.898563,-4.21428,exact,East Dunbartonshire,,,,,Scotland
,BROOMFIELD DENTAL,G21 3HN,"UNIT 3, 584 BROOMFIELD ROAD, GLASGOW, G21 3HN",55.881761,-4.207023,exact,Glasgow City,,,,,Scotland
,ONE DENTAL CARE,KA24 5AF,"42 NEW STREET, DALRY, KA24 5AF",55.707614,-4.718129,exact,North Ayrshire,,,,,Scotland
,THE DENTAL STUDIO,G42 8YR,"398 VICTORIA ROAD, GROUND FLOOR, GLASGOW, G42 8YR",55.83213744938643,-4.257520147239266,outcode_fallback,,,,,,Scotland
,TIWARI WATSON DENTAL CARE,G21 1UX,"1360 SPRINGBURN ROAD, GLASGOW, G21 1UX",55.89468,-4.23122,exact,Glasgow City,,,,,Scotland
,UNION STREET DENTAL,PA31 8JS,"11 UNION STREET, LOCHGILPHEAD, PA31 8JS",56.036911,-5.431442,exact,Argyll and Bute,,,,,Scotland
,PARK DENTAL COMPANY,G71 5QQ,"16 THORNIEWOOD ROAD, UDDINGSTON, G71 5QQ",55.831491,-4.078346,exact,North Lanarkshire,,,,,Scotland
,PARKHEAD CROSS ORTHODONTICS,G31 4UG,"47/49 TOLLCROSS ROAD, GLASGOW, G31 4UG",55.850824,-4.195667,exact,Glasgow City,,,,,Scotland
,DENTISTRY AT BOTHWELL BRIDGE,G71 8RD,"5 MAIN STREET, BOTHWELL, G71 8RD",55.802358,-4.067028,exact,South Lanarkshire,,,,,Scotland
,CHERRY COURT DENTAL CARE & IMPLANT CLINI,EH45 9BU,"3 CHERRY COURT, CAVALRY PARK, PEEBLES, EH45 9BU",55.645926,-3.17135,exact,Scottish Borders,,,,,Scotland
,UNION STREET DENTAL CENTRE,IV1 1PP,"19 UNION STREET, INVERNESS, IV1 1PP",57.478791,-4.224462,exact,Highland,,,,,Scotland
,BURNSIDE DENTAL CARE,G73 3RN,"289 STONELAW ROAD, BURNSIDE, G73 3RN",55.817594,-4.20144,exact,South Lanarkshire,,,,,Scotland
,HMP DUMFRIES,DG2 9AX,"TERREGLES STREET, DUMFRIES, DG2 9AX",55.067805,-3.625362,exact,Dumfries and Galloway,,,,,Scotland
,QUEEN STREET DENTAL PRACTICE,AB42 1UA,"93 QUEEN STREET, PETERHEAD, AB42 1UA",57.508721,-1.784996,exact,Aberdeenshire,,,,,Scotland
,ABERDEEN DENTAL CARE,AB25 2YW,"116 ROSEMOUNT PLACE, ABERDEEN, AB25 2YW",57.14996,-2.115897,exact,Aberdeen City,,,,,Scotland
,INFINITYBLU DENTAL CARE & IMPLANT CLINIC,PH3 1DG,"81 FEUS, AUCHTERARDER, PH3 1DG",56.298967,-3.698073,exact,Perth and Kinross,,,,,Scotland
,ORTHODONTIC LOUNGE,EH15 3AR,"100 THE JEWEL, EDINBURGH, EH15 3AR",55.93881,-3.103206,exact,City of Edinburgh,,,,,Scotland
,GLENBERVIE DENTAL CLINIC,FK5 4XT,"UNIT 7, KINNAIRD VILLAGE CENTRE, MCINTYRE AVENUE, LARBERT, FK5 4XT",56.035766,-3.820727,exact,Falkirk,,,,,Scotland
,WESTWOOD DENTAL PRACTICE,G75 8JQ,"121-133 WESTWOOD SQUARE, EAST KILBRIDE, G75 8JQ",55.757204,-4.201605,exact,South Lanarkshire,,,,,Scotland
,QUEENSWAY DENTAL CARE,G75 8AA,"8 ALBERTA PLACE, EAST KILBRIDE, G75 8AA",55.758957,-4.188491,exact,South Lanarkshire,,,,,Scotland
,YOUR DENTIST,EH8 9JH,"9-11 CLERK STREET, EDINBURGH, EH8 9JH",55.942456,-3.182802,exact,City of Edinburgh,,,,,Scotland
,GRETNA DENTAL PRACTICE,DG16 5AQ,"139-141 CENTRAL AVENUE, GRETNA, DG16 5AQ",54.994409,-3.067307,exact,Dumfries and Galloway,,,,,Scotland
,KHUSH DENTAL,G64 2LR,"129 KIRKINTILLOCH ROAD, BISHOPBRIGGS, G64 2LR",55.911461998701306,-4.217008264935069,outcode_fallback,,,,,,Scotland
,HAMILTON SMILE STUDIOS,ML3 6AB,"20-22 BRANDON STREET, HAMILTON, ML3 6AB",55.774283,-4.037943,exact,South Lanarkshire,,,,,Scotland
,WOODSTOCK DENTAL,ML11 7DJ,"13 WOODSTOCK ROAD, LANARK, ML11 7DJ",55.674919,-3.769984,exact,South Lanarkshire,,,,,Scotland
,GUNNING DENTAL,DG12 6DW,"104 HIGH STREET, ANNAN, DG12 6DW",54.987542,-3.260824,exact,Dumfries and Galloway,,,,,Scotland
,MYDENTIST CROWN RETAIL,G5 0DP,"UNIT 15, CROWN RETAIL PARK, GUSHETFAULDS PLACE, GLASGOW, G5 0DP",55.843237,-4.253381,exact,Glasgow City,,,,,Scotland
,ATELIER DENTISTRY,G2 4HG,"178 BATH STREET, GLASGOW, G2 4HG",55.864725,-4.262696,exact,Glasgow City,,,,,Scotland
,WESTERWOOD MERCHANT CITY 5845,G1 1SH,"80 HUTCHESON STREET, GLASGOW, G1 1SH",55.859007,-4.248142,exact,Glasgow City,,,,,Scotland
,INFINITYBLU DENTAL CARE & IMPLANT CLINIC,FK21 8UW,"LAUREL BANK, MAIN STREET, KILLIN, FK21 8UW",56.467137,-4.318553,exact,Stirling,,,,,Scotland
,KELSO DENTAL CARE,TD5 7HD,"36-40 HORSEMARKET, KELSO, TD5 7HD",55.599179,-2.432633,exact,Scottish Borders,,,,,Scotland
,WEST END SMILES,G11 6RZ,"360 DUMBARTON ROAD, GLASGOW, G11 6RZ",55.870892,-4.30858,exact,Glasgow City,,,,,Scotland
,(MY) DENTIST,ML1 1RB,"87-91 BRANDON PARADE SOUTH, MOTHERWELL, ML1 1RB",55.789815,-3.99116,exact,North Lanarkshire,,,,,Scotland
,IRVINE DENTAL STUDIO,KA12 8BQ,"32 BRIDGEGATE, IRVINE, KA12 8BQ",55.614481,-4.668685,exact,North Ayrshire,,,,,Scotland
,FORFAR DENTAL CARE,DD8 3AG,"83 CASTLE STREET, FORFAR, DD8 3AG",56.645379,-2.889535,exact,Angus,,,,,Scotland
,FALKIRK COURTYARD DENTAL,FK1 1XR,"UNIT 4, CALLANDER BUSINESS PARK, FALKIRK, FK1 1XR",55.995573,-3.760582,exact,Falkirk,,,,,Scotland
,DUNS DENTAL CARE,TD11 3DE,"4 MURRAY STREET, DUNS, TD11 3DE",55.777421,-2.343004,exact,Scottish Borders,,,,,Scotland
,STIRLING DENTAL CARE,FK8 2LQ,"31 DUMBARTON ROAD, STIRLING, FK8 2LQ",56.116724,-3.938016,exact,Stirling,,,,,Scotland
,DARNLEY DENTAL,G53 7RN,"500 CORSELET ROAD, GLASGOW, G53 7RN",55.805827,-4.350542,exact,Glasgow City,,,,,Scotland
,SDC CLINICS LTD,DG1 2QT,"195 HIGH STREET, DUMFRIES, DG1 2QT",55.069024,-3.611347,exact,Dumfries and Galloway,,,,,Scotland
,BRIDGE OF ALLAN DENTAL CARE,FK9 4HD,"90 HENDERSON STREET, BRIDGE OF ALLAN, FK9 4HD",56.144811088019544,-3.9429762518337412,outcode_fallback,,,,,,Scotland
,ROBERTSON DENTAL,G41 2AA,"8 NITHSDALE ROAD, GLASGOW, G41 2AA",55.835897,-4.270811,exact,Glasgow City,,,,,Scotland
,ANDREW SCOTT DENTAL CARE,AB15 4ZN,"39 QUEENS ROAD, ABERDEEN, AB15 4ZN",57.141094,-2.134459,exact,Aberdeen City,,,,,Scotland
,THE TRINITY DENTIST,EH5 3NJ,"133 GRANTON ROAD, EDINBURGH, EH5 3NJ",55.976166,-3.215398,exact,City of Edinburgh,,,,,Scotland
,{MY} DENTIST,ML4 3FA,"23 PHILIP MURRAY ROAD, BELLSHILL, ML4 3FA",55.822852,-4.049038,exact,North Lanarkshire,,,,,Scotland
,230-234 BATTLEFIELD ROAD,G42 9HN,"BATTLEFIELD, GLASGOW, G42 9HN",55.825247,-4.263485,exact,Glasgow City,,,,,Scotland
,57 MAIN STREET,G46 7RX,"THORNLIEBANK, GLASGOW, G46 7RX",55.807282,-4.316973,exact,East Renfrewshire,,,,,Scotland
,FRESH FACED COSMETIC CLINIC,EH11 2AG,"42 CALEDONIAN CRESCENT, EDINBURGH, EH11 2AG",55.94246,-3.219274,exact,City of Edinburgh,,,,,Scotland
,CORNERSTONE SMILE,EH12 6PB,"50 ST JOHN'S ROAD, EDINBURGH, EH12 6PB",55.94223291944673,-3.2812004613506924,outcode_fallback,,,,,,Scotland
,89-95 FOUNTAINBRIDGE,EH3 9PU,"EDINBURGH, EH3 9PU",55.9444,-3.205677,exact,City of Edinburgh,,,,,Scotland
,MORPHO ADVANCED DENTISTRY & AESTHETICS,G68 9FW,"4 ST MAURICE'S GATE, CUMBERNAULD, G68 9FW",55.944619,-4.0326,exact,North Lanarkshire,,,,,Scotland
,UNITED DENTAL LOUNGE,G43 2BJ,"3 LEDI ROAD, NEWLANDS, G43 2BJ",55.814279,-4.293718,exact,Glasgow City,,,,,Scotland
,LETS SMILE DENTAL CARE,IV1 1QU,"24 BANK STREET, INVERNESS, IV1 1QU",57.478253,-4.227449,exact,Highland,,,,,Scotland
,ELITE SMILE,EH54 6HR,"UNIT 104, LIVINGSTON SHOPPING CENTRE, LIVINGSTON, EH54 6HR",55.883708,-3.513476,exact,West Lothian,,,,,Scotland
,MY DENTIST,EH12 7SB,"113 ST JOHN'S ROAD, EDINBURGH, EH12 7SB",55.942387,-3.280401,exact,City of Edinburgh,,,,,Scotland
,UIST & BARRA DENTAL HUB,HS7 5QA,"BALIVANICH, ISLE OF BENBECULA, HS7 5QA",57.442788,-7.358446,exact,Na h-Eileanan Siar,,,,,Scotland
,CROY DENTAL,IV2 5PD,"1 MACKINNON DRIVE, INVERNESS, IV2 5PD",57.519994,-4.015074,exact,Highland,,,,,Scotland
,TAYPORT DENTAL PRACTICE,DD6 9AE,"13 CASTLE STREET, TAYPORT, DD6 9AE",56.449053,-2.88103,exact,Fife,,,,,Scotland
,BLESSING DENTAL CARE,PA2 0JZ,"51 IVANHOE ROAD, PAISLEY, PA2 0JZ",55.827551,-4.46254,exact,Renfrewshire,,,,,Scotland
,RIPPLE DENTAL,EH3 6JN,"48-50 DUNDAS STREET, EDINBURGH, EH3 6JN",55.957334,-3.199736,exact,City of Edinburgh,,,,,Scotland
,DENTAL BEES DUMFRIES,DG1 1BU,"124 QUEENSBERRY STREET, DUMFRIES, DG1 1BU",55.070749,-3.611401,exact,Dumfries and Galloway,,,,,Scotland
,103 DENTAL & IMPLANT PRACTICE,EH7 4BF,"103 EAST LONDON STREET, EDINBURGH, EH7 4BF",55.960164,-3.184895,exact,City of Edinburgh,,,,,Scotland
,APEX DENTAL SPA,DD2 5FQ,"40 BRAES OF GRAY ROAD, DYKES OF GRAY, DUNDEE, DD2 5FQ",56.47439,-3.068532,exact,Dundee City,,,,,Scotland
,LEWIS DENTISTRY,DG9 7AA,"LEWIS TAYLOR HOUSE, 6 LEWIS STREET, STRANRAER, DG9 7AA",54.902963,-5.027429,exact,Dumfries and Galloway,,,,,Scotland
,DENTISTRY WITH CARE,KA8 8NW,"232 PRESTWICK ROAD, AYR, KA8 8NW",55.483702,-4.617631,exact,South Ayrshire,,,,,Scotland
,GILBROT HEALTHCARE LTD,G53 5EU,"1 BRAIDCRAFT PLACE, GLASGOW, G53 5EU",55.824689,-4.344112,exact,Glasgow City,,,,,Scotland
,MILLERBANK DENTAL,G21 1AP,"1 MILLARBANK STREET, GLASGOW, G21 1AP",55.880268,-4.234966,exact,Glasgow City,,,,,Scotland
,MAUCHLINE DENTAL SURGERY,KA5 5DD,"4 KILMARNOCK ROAD, MAUCHLINE, KA5 5DD",55.51654,-4.379782,exact,East Ayrshire,,,,,Scotland
,CRAFTED DENTAL,FK8 1AY,"18 KING STREET, STIRLING, FK8 1AY",56.118264,-3.937852,exact,Stirling,,,,,Scotland
,ERSKINE DENTAL CARE,PA8 7AA,"1ST FLOOR, 6 BRIDGEWATER SHOPPING CENTRE, ERSKINE, PA8 7AA",55.903883,-4.44861,exact,Renfrewshire,,,,,Scotland
,FLOSSBAR,KA10 6QU,"82A PORTLAND STREET, TROON, KA10 6QU",55.545164,-4.66151,exact,South Ayrshire,,,,,Scotland
,ROS AN IAR DENTAL PRACTICE,IV40 8AE,"LOCHALSH HEALTH CENTRE, STATION RD, KYLE OF LOCHALSH, IV40 8AE",57.28077,-5.715082,exact,Highland,,,,,Scotland
,BLACK AND BROWN DENTAL,KY11 8DX,"UNIT 4A, PITTSBURGH RETAIL PARK, DUNFERMLINE, KY11 8DX",56.081261,-3.404892,exact,Fife,,,,,Scotland
,PARTICK CROSS DENTAL & IMPLANT CENTRE,G11 6PN,"7 PARTICK BRIDGE STREET, GLASGOW, G11 6PN",55.8702,-4.299428,exact,Glasgow City,,,,,Scotland
,AESTHETICA DENTAL IMPLANTS,DD5 4JN,"4 MAULE STREET, MONIFEITH, DD5 4JN",56.480493,-2.820111,exact,Angus,,,,,Scotland
,MASTRICK SMILE CARE,AB16 6JR,"UNIT 2-3 GREENFERN PLACE, ABERDEEN, AB16 6JR",57.155264,-2.162015,exact,Aberdeen City,,,,,Scotland
,SCIENNES DENTAL CARE,EH9 1HT,"61 MARCHMONT ROAD, EDINBURGH, EH9 1HT",55.937296,-3.194266,exact,City of Edinburgh,,,,,Scotland
,BLOOM DENTAL,G20 9SH,"TESCO MARYHILL S.C. 1201 MARYHILL ROAD, GLASGOW, G20 9SH",55.887132,-4.286469,exact,Glasgow City,,,,,Scotland
,COUNTESSWELLS DENTAL PRACTICE,AB15 8FX,"8 DEER PARK PLACE, COUNTESSWELLS, AB15 8FX",57.133041,-2.209496,exact,Aberdeen City,,,,,Scotland
,NR ENDO DENTAL PRACTICE,AB15 8FX,"4 DEER PARK PLACE, COUNTESSWELLS, AB15 8FX",57.133041,-2.209496,exact,Aberdeen City,,,,,Scotland
,DENTAL THERAPY PAISLEY,PA3 2SJ,"PAVILION 4, 14 MARCHBURN DRIVE, PAISLEY, PA3 2SJ",55.860653,-4.428661,exact,Renfrewshire,,,,,Scotland
,EDINBURGH DENTAL CLINIC,EH6 6EZ,"11-13 VICTORIA QUAY, OCEAN TERMINAL, EDINBURGH, EH6 6EZ",55.979071,-3.178038,exact,City of Edinburgh,,,,,Scotland
,THE DENTAL CLINIC AYR LTD,KA7 2AX,"13 MILLER ROAD, AYR, KA7 2AX",55.457928,-4.632057,exact,South Ayrshire,,,,,Scotland
,ADVANCED DENTISTRY WINCHBURGH,EH52 6FE,"1 CANAL VIEW, WINCHBURGH, EH52 6FE",55.960962,-3.46656,exact,West Lothian,,,,,Scotland
,BANBEATH SMILE CENTRE,KY8 5GY,"1 BANBEATH COURT, LEVEN, KY8 5GY",56.201085,-3.012919,exact,Fife,,,,,Scotland
,WEST END DENTAL & IMPLANT PRACTICE,EH3 7BD,"24 STAFFORD STREET, EDINBURGH, EH3 7BD",55.949953,-3.212047,exact,City of Edinburgh,,,,,Scotland
,KY DENTAL STUDIO 1,KY7 5NN,"24/26 LYON WAY KINGDOM SHOPPING CENTRE, GLENROTHES, KY7 5NN",56.196305,-3.171602,exact,Fife,,,,,Scotland
,PARK AVENUE DENTAL CARE,DD4 6PP,"18 PARK AVENUE, DUNDEE, DD4 6PP",56.471231,-2.955726,exact,Dundee City,,,,,Scotland
,DUNBAR DENTAL PRACTICE,EH42 1EN,"95 HIGH STREET, DUNBAR, EH42 1EN",56.000746,-2.513994,exact,East Lothian,,,,,Scotland
,DENTAL IMPLANT CENTRE PERTH,PH2 8PG,"19-21 SOUTH STREET, PERTH, PH2 8PG",56.394979,-3.427039,exact,Perth and Kinross,,,,,Scotland
,CRUTCHLEYS DENTAL PRACTICE,BT10 0BD,"116 UPPER LISBURN ROAD, BELFAST, BT10 0BD",54.561953,-5.982887,exact,Belfast,,,,,Northern Ireland
,"116 UPPER LISBURN ROAD, BELFAST",BT10 0BD,"116 UPPER LISBURN ROAD, BELFAST, BT10 0BD",54.561953,-5.982887,exact,Belfast,,,,,Northern Ireland
,"12 FINAGHY ROAD SOUTH, BELFAST",BT10 0DR,"12 FINAGHY ROAD SOUTH, BELFAST, BT10 0DR",54.560263,-5.983899,exact,Belfast,,,,,Northern Ireland
,"14 FINAGHY ROAD SOUTH, BELFAST",BT10 0DR,"14 FINAGHY ROAD SOUTH, BELFAST, BT10 0DR",54.560263,-5.983899,exact,Belfast,,,,,Northern Ireland
,"8 FINAGHY ROAD SOUTH, BELFAST",BT10 0DR,"8 FINAGHY ROAD SOUTH, BELFAST, BT10 0DR",54.560263,-5.983899,exact,Belfast,,,,,Northern Ireland
,GRANSHA DENTAL SURGERY,BT11 8BD,"89A GLEN ROAD, BELFAST, BT11 8BD",54.583115,-5.985693,exact,Belfast,,,,,Northern Ireland
,"535A FALLS ROAD, BELFAST",BT11 9AA,"535A FALLS ROAD, BELFAST, BT11 9AA",54.582769,-5.979523,exact,Belfast,,,,,Northern Ireland
,SLIABH MÓR DENTAL CARE,BT11 9AE,"KENNEDY CENTRE, 564-568 FALLS ROAD, BELFAST, BT11 9AE",54.581276,-5.978344,exact,Belfast,,,,,Northern Ireland
,"152 ANDERSONSTOWN ROAD, BELFAST",BT11 9BY,"152 ANDERSONSTOWN ROAD, BELFAST, BT11 9BY",54.573281,-5.988669,exact,Belfast,,,,,Northern Ireland
,"163 ANDERSONSTOWN ROAD, BELFAST",BT11 9EA,"163 ANDERSONSTOWN ROAD, BELFAST, BT11 9EA",54.573657,-5.994573,exact,Belfast,,,,,Northern Ireland
,"4 LADYBROOK PARK, BELFAST",BT11 9EL,"4 LADYBROOK PARK, BELFAST, BT11 9EL",54.567918,-5.993618,exact,Belfast,,,,,Northern Ireland
,"25 STEWARTSTOWN ROAD, BELFAST",BT11 9FY,"25 STEWARTSTOWN ROAD, BELFAST, BT11 9FY",54.572102,-6.001593,exact,Belfast,,,,,Northern Ireland
,"5 SUFFOLK PARADE, BELFAST",BT11 9JR,"5 SUFFOLK PARADE, BELFAST, BT11 9JR",54.569956,-6.005982,exact,Belfast,,,,,Northern Ireland
,"279 GROSVENOR ROAD, BELFAST",BT12 4LL,"279 GROSVENOR ROAD, BELFAST, BT12 4LL",54.595542,-5.948345,exact,Belfast,,,,,Northern Ireland
,"139 FALLS ROAD, BELFAST",BT12 6AF,"139 FALLS ROAD, BELFAST, BT12 6AF",54.593421,-5.958927,exact,Belfast,,,,,Northern Ireland
,"451/453 FALLS ROAD, BELFAST",BT12 6DD,"451/453 FALLS ROAD, BELFAST, BT12 6DD",54.590009,-5.968644,exact,Belfast,,,,,Northern Ireland
,"420 FALLS ROAD, BELFAST",BT12 6EN,"420 FALLS ROAD, BELFAST, BT12 6EN",54.5881,-5.970007,exact,Belfast,,,,,Northern Ireland
,"74 SPRINGFIELD ROAD, BELFAST",BT12 7AH,"74 SPRINGFIELD ROAD, BELFAST, BT12 7AH",54.597702,-5.958604,exact,Belfast,,,,,Northern Ireland
,"231 SHANKILL ROAD, BELFAST",BT13 1FQ,"231 SHANKILL ROAD, BELFAST, BT13 1FQ",54.604221,-5.949889,exact,Belfast,,,,,Northern Ireland
,"244 SHANKILL ROAD, BELFAST",BT13 2BL,"244 SHANKILL ROAD, BELFAST, BT13 2BL",54.604132,-5.952618,exact,Belfast,,,,,Northern Ireland
,TWIN SPIRES DENTAL SURGERY,BT13 2JF,"155 NORTHUMBERLAND STREET, BELFAST, BT13 2JF",54.599823,-5.948052,exact,Belfast,,,,,Northern Ireland
,"37 BALLYGOMARTIN ROAD, BELFAST",BT13 3LA,"37 BALLYGOMARTIN ROAD, BELFAST, BT13 3LA",54.60952,-5.966279,exact,Belfast,,,,,Northern Ireland
,"46 CLIFTONVILLE ROAD, BELFAST",BT14 6JY,"46 CLIFTONVILLE ROAD, BELFAST, BT14 6JY",54.614457,-5.939978,exact,Belfast,,,,,Northern Ireland
,"462 OLDPARK ROAD, BELFAST",BT14 6QG,"462 OLDPARK ROAD, BELFAST, BT14 6QG",54.620696,-5.954433,exact,Belfast,,,,,Northern Ireland
,"254 BALLYSILLAN ROAD, BELFAST",BT14 6RA,"254 BALLYSILLAN ROAD, BELFAST, BT14 6RA",54.628722,-5.964763,exact,Belfast,,,,,Northern Ireland
,"236 ANTRIM ROAD, BELFAST",BT15 2AN,"236 ANTRIM ROAD, BELFAST, BT15 2AN",54.615279,-5.937552,exact,Belfast,,,,,Northern Ireland
,"208 ANTRIM ROAD, BELFAST",BT15 2AN,"208 ANTRIM ROAD, BELFAST, BT15 2AN",54.615279,-5.937552,exact,Belfast,,,,,Northern Ireland
,ANTRIM ROAD DENTAL CARE,BT15 2GZ,"277 ANTRIM ROAD, BELFAST, BT15 2GZ",54.6167,-5.937681,exact,Belfast,,,,,Northern Ireland
,"385 ANTRIM ROAD, BELFAST",BT15 3BG,"385 ANTRIM ROAD, BELFAST, BT15 3BG",54.619412,-5.938086,exact,Belfast,,,,,Northern Ireland
,"521 ANTRIM ROAD, BELFAST",BT15 3BS,"521 ANTRIM ROAD, BELFAST, BT15 3BS",54.624387,-5.937927,exact,Belfast,,,,,Northern Ireland
,BELFAST ORTHODONTIC CENTRE,BT15 3BU,"547 ANTRIM ROAD, BELFAST, BT15 3BU",54.625299,-5.937664,exact,Belfast,,,,,Northern Ireland
,"543 ANTRIM ROAD, BELFAST",BT15 3BU,"543 ANTRIM ROAD, BELFAST, BT15 3BU",54.625299,-5.937664,exact,Belfast,,,,,Northern Ireland
,"214 SHORE ROAD, BELFAST",BT15 3QB,"214 SHORE ROAD, BELFAST, BT15 3QB",54.62796,-5.924072,exact,Belfast,,,,,Northern Ireland
,"354 ANTRIM ROAD, BELFAST",BT15 5AE,"354 ANTRIM ROAD, BELFAST, BT15 5AE",54.623098,-5.938736,exact,Belfast,,,,,Northern Ireland
,"165/167 CAVEHILL ROAD, BELFAST",BT15 5BP,"165/167 CAVEHILL ROAD, BELFAST, BT15 5BP",54.627528,-5.943529,exact,Belfast,,,,,Northern Ireland
,"305 CAVEHILL ROAD, BELFAST",BT15 5EY,"305 CAVEHILL ROAD, BELFAST, BT15 5EY",54.631859,-5.946733,exact,Belfast,,,,,Northern Ireland
,"440 ANTRIM ROAD, BELFAST",BT15 5GB,"440 ANTRIM ROAD, BELFAST, BT15 5GB",54.625976,-5.938404,exact,Belfast,,,,,Northern Ireland
,"554 ANTRIM ROAD, BELFAST",BT15 5GJ,"554 ANTRIM ROAD, BELFAST, BT15 5GJ",54.635185,-5.937319,exact,Belfast,,,,,Northern Ireland
,"3-4A MOAT HOUSE, 963-969 UPPER NEWTOWNARDS ROAD, BELFAST",BT16 1RL,"3-4A MOAT HOUSE, 963-969 UPPER NEWTOWNARDS ROAD, BELFAST, BT16 1RL",54.594543,-5.805882,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"953 UPPER NEWTOWNARDS ROAD, BELFAST",BT16 1RL,"953 UPPER NEWTOWNARDS ROAD, BELFAST, BT16 1RL",54.594543,-5.805882,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"1003 UPPER NEWTOWNARDS RD, BELFAST",BT16 1RN,"1003 UPPER NEWTOWNARDS RD, BELFAST, BT16 1RN",54.594553,-5.801456,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,"789 UPPER NEWTOWNARDS ROAD, BELFAST",BT16 2QY,"789 UPPER NEWTOWNARDS ROAD, BELFAST, BT16 2QY",54.594231,-5.818448,exact,Lisburn and Castlereagh,,,,,Northern Ireland
,PASTE DENTAL,BT2 7HB,"23 DUBLIN ROAD, BELFAST, BT2 7HB",54.592421,-5.932333,exact,Belfast,,,,,Northern Ireland
,"138 WHITEWELL ROAD, BELFAST",BT36 7EP,"138 WHITEWELL ROAD, BELFAST, BT36 7EP",54.650317,-5.925829,exact,Belfast,,,,,Northern Ireland
,"415-417 NEWTOWNARDS ROAD, BELFAST,",BT4 1AQ,"415-417 NEWTOWNARDS ROAD, BELFAST,, BT4 1AQ",54.597471,-5.888608,exact,Belfast,,,,,Northern Ireland
,"115 BELMONT ROAD, BELFAST",BT4 2AD,"115 BELMONT ROAD, BELFAST, BT4 2AD",54.599915,-5.873749,exact,Belfast,,,,,Northern Ireland
,BELMONT ORTHODONTICS,BT4 2AP,"98 BELMONT ROAD, BELFAST, BT4 2AP",54.600217,-5.873052,exact,Belfast,,,,,Northern Ireland
,"41/43 HOLYWOOD ROAD, BELFAST",BT4 3BA,"41/43 HOLYWOOD ROAD, BELFAST, BT4 3BA",54.598155,-5.886638,exact,Belfast,,,,,Northern Ireland
,"107 HOLYWOOD ROAD, BELFAST",BT4 3BE,"107 HOLYWOOD ROAD, BELFAST, BT4 3BE",54.599997,-5.880477,exact,Belfast,,,,,Northern Ireland
,"502 UPPER NEWTOWNARDS ROAD, BELFAST",BT4 3HB,"502 UPPER NEWTOWNARDS ROAD, BELFAST, BT4 3HB",54.594908,-5.855812,exact,Belfast,,,,,Northern Ireland
,"211 ALBERTBRIDGE ROAD, BELFAST,",BT5 4PU,"211 ALBERTBRIDGE ROAD, BELFAST,, BT5 4PU",54.595531,-5.900562,exact,Belfast,,,,,Northern Ireland
,BLOOMFIELD DENTAL STUDIO,BT5 5DY,"GROUND FLOOR, 344 BEERSBRIDGE ROAD, BT5 5DY",54.593189,-5.888845,exact,Belfast,,,,,Northern Ireland
,"114 CASTLEREAGH ROAD, BELFAST",BT5 5FR,"114 CASTLEREAGH ROAD, BELFAST, BT5 5FR",54.590261,-5.897197,exact,Belfast,,,,,Northern Ireland
,"33/35 SANDOWN ROAD, BELFAST",BT5 6GT,"33/35 SANDOWN ROAD, BELFAST, BT5 6GT",54.593873,-5.868447,exact,Belfast,,,,,Northern Ireland
,"222 KNOCK ROAD, BELFAST",BT5 6QD,"222 KNOCK ROAD, BELFAST, BT5 6QD",54.578728,-5.871713,exact,Belfast,,,,,Northern Ireland
,"33 GILNAHIRK ROAD, BELFAST",BT5 7DB,"33 GILNAHIRK ROAD, BELFAST, BT5 7DB",54.587115,-5.847032,exact,Belfast,,,,,Northern Ireland
,"339 CREGAGH ROAD, BELFAST",BT6 0LE,"339 CREGAGH ROAD, BELFAST, BT6 0LE",54.57405,-5.895511,exact,Belfast,,,,,Northern Ireland
,"246/248 RAVENHILL ROAD, BELFAST",BT6 8GJ,"246/248 RAVENHILL ROAD, BELFAST, BT6 8GJ",54.588127,-5.910365,exact,Belfast,,,,,Northern Ireland
,"65 CREGAGH ROAD, BELFAST",BT6 8PX,"65 CREGAGH ROAD, BELFAST, BT6 8PX",54.585334,-5.899601,exact,Belfast,,,,,Northern Ireland
,"266 WOODSTOCK ROAD, BELFAST",BT6 9DN,"266 WOODSTOCK ROAD, BELFAST, BT6 9DN",54.590078,-5.901647,exact,Belfast,,,,,Northern Ireland
,"372 CREGAGH ROAD, BELFAST",BT6 9EY,"372 CREGAGH ROAD, BELFAST, BT6 9EY",54.571452,-5.893882,exact,Belfast,,,,,Northern Ireland
,"11 UNIVERSITY STREET, BELFAST,",BT7 1FY,"11 UNIVERSITY STREET, BELFAST,, BT7 1FY",54.586008,-5.934004,exact,Belfast,,,,,Northern Ireland
,"10 LOWER CRESCENT, BELFAST",BT7 1NR,"10 LOWER CRESCENT, BELFAST, BT7 1NR",54.587925,-5.934216,exact,Belfast,,,,,Northern Ireland
